Ticker,Nome delle partecipazioni,% del valore di mercato,Valore di mercato,Face amount,Cedola/Rendimento,Data di scadenza
MRLSM,Merlin Properties Socimi SA,"0,0339%","919.684,34 €",1.000.000,"2,38%",18 set 2029
CRHID,CRH SMW Finance DAC,"0,0339%","919.672,62 €",975.000,"1,25%",05 nov 2026
EUROGR,Eurogrid GmbH,"0,0339%","919.271,62 €",1.000.000,"1,50%",18 apr 2028
XOM,Exxon Mobil Corp.,"0,0339%","918.815,85 €",1.300.000,"1,41%",26 giu 2039
BKNG,Booking Holdings Inc.,"0,0339%","918.405,01 €",900.000,"4,13%",12 mag 2033
NESVFH,Neste Oyj,"0,0339%","917.945,89 €",900.000,"4,25%",16 mar 2033
WNTRDE,Wintershall Dea Finance BV,"0,0338%","917.744,50 €",1.100.000,"1,82%",25 set 2031
ANNGR,Vonovia SE,"0,0338%","916.653,42 €",900.000,"4,75%",23 mag 2027
IBM,International Business Machines Corp.,"0,0338%","916.022,34 €",921.000,"4,00%",06 feb 2043
,JT International Financial Services BV,"0,0338%","915.250,33 €",950.000,"3,63%",11 apr 2034
AALLN,Anglo American Capital plc,"0,0338%","915.211,76 €",900.000,"4,50%",15 set 2028
RDSALN,Shell International Finance BV,"0,0338%","915.122,12 €",1.100.000,"1,25%",11 nov 2032
ACAFP,Credit Agricole SA,"0,0337%","915.006,67 €",900.000,"3,88%",28 nov 2034
CMZB,Commerzbank AG,"0,0337%","914.806,97 €",900.000,"4,63%",21 mar 2028
AMPRIO,Amprion GmbH,"0,0337%","914.228,82 €",900.000,"4,13%",07 set 2034
ORAFP,Orange SA,"0,0337%","913.534,70 €",900.000,"5,00%",31 dic 2079
CZGRID,Czech Gas Networks Investments Sarl,"0,0337%","913.423,57 €",1.000.000,"1,00%",16 lug 2027
AXASA,AXA SA,"0,0337%","913.364,05 €",1.100.000,"1,88%",10 lug 2042
SESGFP,SES SA,"0,0337%","912.560,04 €",950.000,"3,50%",14 gen 2029
WURTH,Wurth Finance International BV,"0,0336%","911.536,99 €",1.000.000,"0,75%",22 nov 2027
ANNGR,Vonovia SE,"0,0336%","910.414,56 €",1.100.000,"1,00%",09 lug 2030
COLOBD,Coloplast Finance BV,"0,0336%","910.314,21 €",950.000,"2,25%",19 mag 2027
ALDFP,Ayvens SA,"0,0335%","909.178,70 €",900.000,"4,25%",18 gen 2027
DNBNO,DNB Bank ASA,"0,0335%","909.011,79 €",900.000,"4,63%",28 feb 2033
ITW,Illinois Tool Works Inc.,"0,0335%","908.433,35 €",1.000.000,"0,63%",05 dic 2027
ENELIM,Enel Finance International NV,"0,0335%","908.300,48 €",950.000,"1,38%",01 giu 2026
EBOXLN,Tritax EuroBox plc,"0,0335%","907.886,91 €",980.000,"0,95%",02 giu 2026
ANNGR,Vonovia SE,"0,0335%","907.533,86 €",1.200.000,"0,75%",01 set 2032
ENGIFP,Engie SA,"0,0335%","907.378,01 €",1.100.000,"0,50%",24 ott 2030
BNP,BNP Paribas SA,"0,0335%","907.204,47 €",925.000,"2,75%",27 gen 2026
BRK,Berkshire Hathaway Inc.,"0,0334%","906.794,00 €",950.000,"2,15%",15 mar 2028
LEGGR,LEG Immobilien SE,"0,0334%","906.469,49 €",1.000.000,"0,88%",28 nov 2027
BALDER,Fastighets AB Balder,"0,0334%","906.126,55 €",950.000,"1,88%",23 gen 2026
HITTFP,Holding d'Infrastructures de Transport SASU,"0,0334%","906.002,24 €",900.000,"4,25%",18 mar 2030
PG,Procter & Gamble Co.,"0,0334%","905.674,15 €",910.000,"3,25%",02 ago 2026
SDZSW,Sandoz Finance BV,"0,0334%","904.904,98 €",900.000,"3,97%",17 apr 2027
WKLNA,Wolters Kluwer NV,"0,0334%","904.410,66 €",900.000,"3,75%",03 apr 2031
,SGS Nederland Holding BV,"0,0334%","904.350,86 €",1.000.000,"0,13%",21 apr 2027
BBVASM,Banco Bilbao Vizcaya Argentaria SA,"0,0333%","902.368,56 €",1.000.000,"0,88%",14 gen 2029
,GlaxoSmithKline Capital plc,"0,0332%","900.781,06 €",1.000.000,"1,38%",12 set 2029
CFRVX,Richemont International Holding SA,"0,0332%","900.768,41 €",1.000.000,"0,75%",26 mag 2028
NDAFH,Nordea Bank Abp,"0,0332%","900.635,80 €",950.000,"2,50%",23 mag 2029
ENIIM,Eni SPA,"0,0332%","900.581,56 €",900.000,"3,63%",29 gen 2029
DGFP,Vinci SA,"0,0332%","900.112,61 €",1.000.000,"1,75%",26 set 2030
SANTAN,Banco Santander SA,"0,0332%","900.075,11 €",900.000,"3,75%",16 gen 2026
VW,Volkswagen Leasing GmbH,"0,0332%","899.924,66 €",890.000,"4,50%",25 mar 2026
BFCM,Banque Federative du Credit Mutuel SA,"0,0332%","898.940,07 €",900.000,"3,63%",14 set 2032
,Volkswagen Leasing GmbH,"0,0332%","898.790,05 €",900.000,"3,88%",11 ott 2028
ISPIM,Intesa Sanpaolo SPA,"0,0331%","898.715,33 €",965.000,"1,75%",20 mar 2028
SUFP,Schneider Electric SE,"0,0331%","898.497,93 €",900.000,"3,25%",12 giu 2028
PEP,PepsiCo Inc.,"0,0331%","898.216,84 €",1.150.000,"0,40%",09 ott 2032
ABBNVX,ABB Finance BV,"0,0331%","897.592,91 €",900.000,"3,25%",16 gen 2027
,Volkswagen Leasing GmbH,"0,0331%","897.356,59 €",900.000,"4,00%",11 apr 2031
ANNGR,Vonovia SE,"0,0331%","896.972,18 €",1.000.000,"0,38%",16 giu 2027
MCFP,LVMH Moet Hennessy Louis Vuitton SE,"0,0331%","896.971,40 €",900.000,"3,38%",21 ott 2025
TTEFP,TotalEnergies Capital International SA,"0,0331%","896.243,11 €",1.000.000,"1,38%",04 ott 2029
ATOSTR,Autostrade per l'Italia SPA,"0,033%","895.636,64 €",1.000.000,"1,88%",26 set 2029
MCD,McDonald's Corp.,"0,033%","894.845,57 €",1.000.000,"1,50%",28 nov 2029
TRNIM,Terna - Rete Elettrica Nazionale,"0,033%","894.424,54 €",900.000,"3,63%",21 apr 2029
XOM,Exxon Mobil Corp.,"0,0329%","893.296,53 €",1.000.000,"0,52%",26 giu 2028
INTNED,ING Groep NV,"0,0329%","892.661,46 €",1.000.000,"1,75%",16 feb 2031
PSA,Public Storage Operating Co.,"0,0329%","892.490,99 €",1.092.000,"0,50%",09 set 2030
BKNG,Booking Holdings Inc.,"0,0329%","892.382,44 €",1.000.000,"0,50%",08 mar 2028
ENGIFP,Engie SA,"0,0329%","892.127,90 €",900.000,"4,25%",11 gen 2043
APD,Air Products and Chemicals Inc.,"0,0329%","890.930,03 €",1.000.000,"0,50%",05 mag 2028
GFCFP,Gecina SA,"0,0328%","890.346,38 €",1.000.000,"1,63%",14 mar 2030
TTEFP,TotalEnergies Capital International SA,"0,0328%","888.842,24 €",1.200.000,"1,62%",18 mag 2040
WNTRDE,Wintershall Dea Finance BV,"0,0327%","886.349,01 €",1.000.000,"1,33%",25 set 2028
ENELIM,Enel Finance International NV,"0,0326%","884.914,50 €",1.050.000,"0,50%",17 giu 2030
,AVLN 3 3/8 12/04/45,"0,0326%","884.745,19 €",900.000,"3,38%",04 dic 2045
BERTEL,Bertelsmann SE & Co. KGaA,"0,0326%","884.469,76 €",1.000.000,"1,50%",15 mag 2030
MDT,Medtronic Global Holdings SCA,"0,0326%","884.344,37 €",900.000,"2,63%",15 ott 2025
TTEFP,TotalEnergies Capital International SA,"0,0326%","884.221,10 €",1.000.000,"1,49%",04 set 2030
PUBFP,MMS USA Holdings Inc.,"0,0326%","883.819,50 €",1.000.000,"1,75%",13 giu 2031
RDSALN,Shell International Finance BV,"0,0326%","883.575,55 €",900.000,"2,50%",24 mar 2026
,Procter & Gamble Co.,"0,0326%","882.552,38 €",900.000,"3,20%",29 apr 2034
ACAFP,Credit Agricole SA/London,"0,0325%","882.494,49 €",1.000.000,"1,00%",03 lug 2029
DB,Deutsche Bank AG,"0,0325%","882.465,97 €",900.000,"3,25%",24 mag 2028
,Asahi Group Holdings Ltd.,"0,0325%","882.428,52 €",900.000,"3,46%",16 apr 2032
UBS,UBS Group AG,"0,0325%","882.085,16 €",1.000.000,"0,25%",24 feb 2028
SANTAN,Banco Santander SA,"0,0325%","881.859,80 €",1.000.000,"0,20%",11 feb 2028
OMVAV,OMV AG,"0,0325%","881.817,32 €",945.000,"1,88%",04 dic 2028
SWEDA,Swedbank AB,"0,0325%","881.794,87 €",900.000,"3,63%",23 ago 2032
UCGIM,UniCredit SPA,"0,0325%","880.982,79 €",905.000,"1,25%",16 giu 2026
EDENFP,Edenred SE,"0,0325%","880.837,72 €",900.000,"3,63%",13 giu 2031
LLOYDS,Lloyds Banking Group plc,"0,0325%","880.115,68 €",860.000,"4,50%",11 gen 2029
HENKEL,Henkel AG & Co. KGaA,"0,0324%","879.311,26 €",900.000,"2,63%",13 set 2027
,MSD Netherlands Capital BV,"0,0324%","879.249,28 €",900.000,"3,50%",30 mag 2037
,Vonovia SE,"0,0324%","879.144,13 €",900.000,"4,25%",10 apr 2034
LIBMUT,Liberty Mutual Group Inc.,"0,0324%","879.133,91 €",900.000,"2,75%",04 mag 2026
ANNGR,Vonovia SE,"0,0324%","879.085,39 €",1.000.000,"2,38%",25 mar 2032
,Enel Finance International NV,"0,0324%","878.315,25 €",900.000,"3,88%",23 gen 2035
BATSLN,BAT Netherlands Finance BV,"0,0324%","878.029,16 €",900.000,"3,13%",07 apr 2028
RWE,RWE AG,"0,0324%","877.093,51 €",890.000,"2,50%",24 ago 2025
VW,Volkswagen International Finance NV,"0,0323%","877.084,10 €",980.000,"3,50%",31 dic 2079
,Brenntag Finance BV,"0,0323%","876.954,03 €",900.000,"3,88%",24 apr 2032
ACAFP,Credit Agricole Assurances SA,"0,0323%","876.862,46 €",800.000,"5,88%",25 ott 2033
UQA,UNIQA Insurance Group AG,"0,0323%","875.393,25 €",1.000.000,"1,38%",09 lug 2030
SRENVX,Swiss Re Finance UK plc,"0,0323%","874.382,92 €",1.000.000,"2,71%",04 giu 2052
ENGIFP,Engie SA,"0,0322%","874.125,00 €",900.000,"1,63%",31 dic 2049
,Booking Holdings Inc.,"0,0322%","873.059,36 €",900.000,"4,00%",01 mar 2044
,Stellantis NV,"0,0322%","872.076,78 €",900.000,"3,75%",19 mar 2036
NTT,NTT Finance Corp.,"0,0321%","871.283,88 €",1.000.000,"0,40%",13 dic 2028
SIEGR,Siemens Financieringsmaatschappij NV,"0,0321%","869.785,44 €",1.000.000,"0,25%",20 feb 2029
BACR,Barclays plc,"0,0321%","869.204,16 €",925.000,"1,13%",22 mar 2031
HEIANA,Heineken NV,"0,0321%","869.135,45 €",935.000,"2,25%",30 mar 2030
TDFINF,TDF Infrastructure SASU,"0,032%","868.675,91 €",1.000.000,"1,75%",01 dic 2029
UCGIM,UniCredit SPA,"0,032%","868.573,18 €",900.000,"2,13%",24 ott 2026
MIZUHO,Mizuho Financial Group Inc.,"0,032%","868.539,44 €",1.050.000,"0,69%",07 ott 2030
SSELN,SSE plc,"0,032%","868.196,15 €",900.000,"0,88%",06 set 2025
REPSM,Repsol International Finance BV,"0,032%","867.799,29 €",920.000,"2,50%",31 dic 2079
JABHOL,JAB Holdings BV,"0,032%","867.577,86 €",900.000,"2,50%",17 apr 2027
ACAFP,Credit Agricole SA,"0,032%","867.457,40 €",900.000,"1,88%",22 apr 2027
BAC,Bank of America Corp.,"0,032%","866.955,83 €",900.000,"1,78%",04 mag 2027
SANFP,Sanofi SA,"0,032%","866.847,64 €",900.000,"1,75%",10 set 2026
ENELIM,Enel SPA,"0,0319%","866.099,27 €",800.000,"6,63%",31 dic 2079
ENGIFP,Engie SA,"0,0319%","866.093,38 €",1.100.000,"1,50%",13 mar 2035
TLSAU,Telstra Corp. Ltd.,"0,0319%","865.527,03 €",1.000.000,"1,00%",23 apr 2030
ARRFP,APRR SA,"0,0319%","864.563,83 €",900.000,"1,13%",09 gen 2026
EVKGR,Evonik Industries AG,"0,0319%","864.401,81 €",900.000,"0,63%",18 set 2025
,Red Electrica Financiaciones SAU,"0,0319%","864.276,22 €",900.000,"3,00%",17 gen 2034
LEGGR,LEG Immobilien SE,"0,0318%","863.240,20 €",1.000.000,"0,88%",17 gen 2029
BMW,BMW Finance NV,"0,0318%","862.985,14 €",947.000,"1,00%",22 mag 2028
GSWITC,Global Switch Holdings Ltd.,"0,0318%","862.778,29 €",900.000,"2,25%",31 mag 2027
HON,Honeywell International Inc.,"0,0318%","862.734,13 €",900.000,"2,25%",22 feb 2028
CCEP,CCEP Finance Ireland DAC,"0,0318%","862.663,78 €",1.100.000,"0,88%",06 mag 2033
BPCEGP,BPCE SA,"0,0318%","862.063,76 €",900.000,"1,38%",23 mar 2026
ANNGR,Vonovia SE,"0,0317%","860.637,82 €",900.000,"1,38%",28 gen 2026
MRLSM,Merlin Properties Socimi SA,"0,0317%","860.620,21 €",900.000,"1,88%",02 nov 2026
ORAFP,Orange SA,"0,0317%","859.830,05 €",1.100.000,"0,50%",04 set 2032
IBESM,Iberdrola International BV,"0,0317%","858.659,00 €",900.000,"1,87%",31 dic 2049
DWNIGY,Deutsche Wohnen SE,"0,0317%","858.587,81 €",1.000.000,"1,50%",30 apr 2030
ULFP,Unibail-Rodamco-Westfield SE,"0,0317%","858.350,73 €",1.000.000,"2,00%",29 giu 2032
COVEGR,Covestro AG,"0,0316%","857.828,61 €",900.000,"0,88%",03 feb 2026
NGGLN,National Grid plc,"0,0316%","857.287,65 €",855.000,"3,88%",16 gen 2029
CONGR,Continental AG,"0,0316%","857.278,61 €",850.000,"4,00%",01 giu 2028
MRK,Merck & Co. Inc.,"0,0316%","857.104,36 €",1.100.000,"1,38%",02 nov 2036
IFF,International Flavors & Fragrances Inc.,"0,0316%","856.912,26 €",900.000,"1,80%",25 set 2026
CABKSM,CaixaBank SA,"0,0316%","856.079,03 €",900.000,"1,38%",19 giu 2026
REPSM,Repsol International Finance BV,"0,0316%","855.956,90 €",870.000,"3,75%",31 dic 2079
WSTPNZ,Westpac Securities NZ Ltd./London,"0,0316%","855.925,70 €",900.000,"1,10%",24 mar 2026
MCD,McDonald's Corp.,"0,0314%","852.535,33 €",900.000,"0,90%",15 giu 2026
ULFP,Unibail-Rodamco-Westfield SE,"0,0314%","851.986,83 €",900.000,"2,88%",31 dic 2079
CRELAN,Crelan SA,"0,0314%","851.497,59 €",800.000,"6,00%",28 feb 2030
TELIAS,Telia Co. AB,"0,0314%","850.934,41 €",850.000,"3,63%",22 feb 2032
NDAFH,Nordea Bank Abp,"0,0314%","850.499,52 €",900.000,"2,88%",24 ago 2032
BAC,Bank of America Corp.,"0,0314%","850.485,79 €",950.000,"1,38%",09 mag 2030
TMO,Thermo Fisher Scientific Inc.,"0,0314%","850.409,30 €",900.000,"1,45%",16 mar 2027
MRKGR,Merck KGaA,"0,0314%","850.231,45 €",900.000,"1,63%",09 set 2080
HEIANA,Heineken NV,"0,0313%","849.352,99 €",900.000,"1,38%",29 gen 2027
ECLEAR,Euroclear Investments SA,"0,0313%","849.332,69 €",900.000,"1,13%",07 dic 2026
SIEGR,Siemens Financieringsmaatschappij NV,"0,0313%","849.003,13 €",900.000,,20 feb 2026
,British American Tobacco plc,"0,0313%","848.913,97 €",900.000,"3,00%",27 dic 2172
ANNGR,Vonovia SE,"0,0313%","848.863,67 €",1.000.000,"0,25%",01 set 2028
UNANA,Unilever Finance Netherlands BV,"0,0313%","848.676,49 €",900.000,"1,13%",12 feb 2027
VIVFP,Vivendi SE,"0,0313%","848.063,23 €",900.000,"1,13%",11 dic 2028
PLD,Prologis LP,"0,0313%","847.280,57 €",860.000,"3,00%",02 giu 2026
CARLB,Carlsberg Breweries AS,"0,0312%","846.400,16 €",850.000,"3,50%",26 nov 2026
DHR,Danaher Corp.,"0,0312%","846.018,15 €",875.000,"2,10%",30 set 2026
MHK,Mohawk Capital Finance SA,"0,0312%","845.866,51 €",900.000,"1,75%",12 giu 2027
,Molson Coors Beverage Co.,"0,0312%","845.696,18 €",850.000,"3,80%",15 giu 2032
ACHMEA,Achmea BV,"0,0312%","845.350,94 €",850.000,"3,63%",29 nov 2025
ENELIM,Enel Finance International NV,"0,0312%","844.981,50 €",838.000,"4,00%",20 feb 2031
ENFP,Bouygues SA,"0,0311%","844.037,19 €",900.000,"3,25%",30 giu 2037
SEB,Skandinaviska Enskilda Banken AB,"0,0311%","843.899,36 €",850.000,"3,25%",24 nov 2025
HTHROW,Heathrow Funding Ltd.,"0,0311%","843.035,92 €",1.000.000,"1,13%",08 ott 2030
CABKSM,CaixaBank SA,"0,0311%","842.893,49 €",800.000,"6,25%",23 feb 2033
DT,Deutsche Telekom International Finance BV,"0,0311%","842.703,51 €",900.000,"2,00%",01 dic 2029
CRHID,CRH SMW Finance DAC,"0,0311%","842.015,47 €",825.000,"4,25%",11 lug 2035
,Danske Bank A/S,"0,0311%","841.988,23 €",840.000,"4,63%",14 mag 2034
CAPFP,Capgemini SE,"0,0311%","841.867,38 €",900.000,"1,75%",18 apr 2028
SMDSLN,DS Smith plc,"0,031%","841.033,51 €",900.000,"0,88%",12 set 2026
INTNED,ING Groep NV,"0,031%","840.892,05 €",900.000,"2,50%",15 nov 2030
IBESM,Iberdrola Finanzas SA,"0,031%","840.709,65 €",900.000,"1,25%",13 set 2027
BGGRP,BG Energy Capital plc,"0,031%","839.163,87 €",900.000,"2,25%",21 nov 2029
VIAOUT,VIA Outlets BV,"0,0309%","838.631,40 €",950.000,"1,75%",15 nov 2028
DGELN,Diageo Finance plc,"0,0309%","836.937,81 €",900.000,"2,50%",27 mar 2032
TMO,Thermo Fisher Scientific Inc.,"0,0309%","836.630,65 €",1.250.000,"1,88%",01 ott 2049
,E.ON SE,"0,0308%","835.583,01 €",850.000,"3,38%",15 gen 2031
MUFG,Mitsubishi UFJ Financial Group Inc.,"0,0308%","835.413,07 €",800.000,"4,64%",07 giu 2031
CMZB,Commerzbank AG,"0,0308%","834.431,93 €",800.000,"5,25%",25 mar 2029
ATOSTR,Autostrade per l'Italia SPA,"0,0307%","833.370,62 €",800.000,"5,13%",14 giu 2033
HTHROW,Heathrow Funding Ltd.,"0,0307%","833.046,22 €",950.000,"1,50%",11 feb 2030
ALVGR,Allianz Finance II BV,"0,0307%","832.055,10 €",1.000.000,"0,50%",14 gen 2031
TCLAU,Transurban Finance Co. Pty Ltd.,"0,0307%","831.543,13 €",850.000,"2,00%",28 ago 2025
LPTY,LeasePlan Corp. NV,"0,0307%","831.469,50 €",900.000,"0,25%",07 set 2026
ARRFP,APRR SA,"0,0307%","831.255,40 €",900.000,"1,25%",18 gen 2028
,Iren SPA,"0,0307%","831.183,90 €",847.000,"3,88%",22 lug 2032
INFLN,Informa plc,"0,0306%","830.168,80 €",850.000,"2,13%",06 ott 2025
MDLZ,Mondelez International Inc.,"0,0306%","828.889,16 €",950.000,"2,38%",06 mar 2035
GFCFP,Gecina SA,"0,0306%","828.426,75 €",900.000,"1,38%",26 gen 2028
REWEEG,REWE International Finance BV,"0,0305%","828.227,25 €",800.000,"4,88%",13 set 2030
SANSCF,Santander Consumer Finance SA,"0,0305%","827.431,42 €",900.000,"0,50%",14 gen 2027
GS,Goldman Sachs Group Inc.,"0,0305%","826.540,54 €",811.000,"4,00%",21 set 2029
ENIIM,Eni SPA,"0,0305%","825.849,32 €",825.000,"3,75%",12 set 2025
CFRVX,Richemont International Holding SA,"0,0304%","824.775,83 €",1.000.000,"2,00%",26 mar 2038
BDX,Becton Dickinson Euro Finance Sarl,"0,0304%","824.730,54 €",1.250.000,"1,34%",13 ago 2041
BACRED,Mediobanca Banca di Credito Finanziario SPA,"0,0304%","824.027,00 €",900.000,"1,00%",08 set 2027
BFCM,Banque Federative du Credit Mutuel SA,"0,0304%","823.333,63 €",800.000,"4,13%",18 set 2030
AAPL,Apple Inc.,"0,0304%","823.261,48 €",1.000.000,"0,50%",15 nov 2031
RWE,RWE AG,"0,0304%","823.245,39 €",816.000,"4,13%",13 feb 2035
AIRFP,Airbus SE,"0,0304%","823.189,31 €",1.000.000,"2,38%",09 giu 2040
PRXNA,Prosus NV,"0,0303%","822.258,15 €",1.000.000,"2,78%",19 gen 2034
DSVDC,DSV Finance BV,"0,0303%","821.950,07 €",933.000,"1,38%",16 mar 2030
JYBC,Jyske Bank A/S,"0,0303%","820.778,06 €",800.000,"5,00%",26 ott 2028
ACAFP,Credit Agricole SA/London,"0,0303%","820.609,97 €",900.000,"1,75%",05 mar 2029
TPR,Tapestry Inc.,"0,0303%","820.580,64 €",800.000,"5,38%",27 nov 2027
VW,Volkswagen International Finance NV,"0,0302%","819.663,60 €",800.000,"4,38%",15 mag 2030
IFXGR,Infineon Technologies AG,"0,0302%","819.633,92 €",900.000,"1,63%",24 giu 2029
DGELN,Diageo Capital BV,"0,0302%","819.378,37 €",900.000,"1,50%",08 giu 2029
IBESM,Iberdrola Finanzas SA,"0,0302%","818.999,82 €",900.000,"1,58%",31 dic 2079
HOLNSW,Holcim Finance Luxembourg SA,"0,0302%","818.278,01 €",1.000.000,"0,50%",03 set 2030
AKFAST,Akelius Residential Property Financing BV,"0,0302%","817.521,20 €",1.035.000,"0,75%",22 feb 2030
VPARKI,Indigo Group SAS,"0,0301%","816.997,80 €",800.000,"4,50%",18 apr 2030
ABNANV,ABN AMRO Bank NV,"0,0301%","816.758,34 €",800.000,"5,13%",22 feb 2033
NGGLN,National Grid North America Inc.,"0,0301%","816.692,32 €",810.000,"4,15%",12 set 2027
,Nestle Finance International Ltd.,"0,0301%","816.512,13 €",850.000,"3,25%",23 gen 2037
ENGIFP,Engie SA,"0,0301%","816.187,55 €",900.000,"0,38%",11 giu 2027
EUROGR,Eurogrid GmbH,"0,0301%","815.735,17 €",1.000.000,"1,11%",15 mag 2032
IDSLN,International Distribution Services plc,"0,0301%","815.470,62 €",800.000,"5,25%",14 set 2028
NK,Imerys SA,"0,0301%","815.183,98 €",800.000,"4,75%",29 nov 2029
T,AT&T Inc.,"0,0301%","814.767,30 €",850.000,"1,80%",05 set 2026
OPBANK,OP Corporate Bank plc,"0,03%","814.296,58 €",800.000,"4,00%",13 giu 2028
RY,Royal Bank of Canada,"0,03%","814.209,70 €",800.000,"4,13%",05 lug 2028
HOLNSW,Holcim Finance Luxembourg SA,"0,03%","814.177,65 €",900.000,"1,75%",29 ago 2029
ALVGR,Allianz Finance II BV,"0,03%","813.652,87 €",900.000,"1,50%",15 gen 2030
SEB,Skandinaviska Enskilda Banken AB,"0,03%","813.219,09 €",800.000,"4,13%",29 giu 2027
SCBGER,Santander Consumer Bank AG,"0,03%","812.872,03 €",800.000,"4,38%",13 set 2027
KBCBB,KBC Group NV,"0,03%","812.764,96 €",800.000,"4,25%",28 nov 2029
ATOSTR,Autostrade per l'Italia SPA,"0,03%","812.154,27 €",910.000,"2,00%",15 gen 2030
MIZUHO,Mizuho Financial Group Inc.,"0,03%","812.145,10 €",850.000,"0,21%",07 ott 2025
EOANGR,E.ON SE,"0,0299%","811.930,83 €",900.000,"0,38%",29 set 2027
GLENLN,Glencore Capital Finance DAC,"0,0299%","811.489,58 €",900.000,"1,13%",10 mar 2028
GM,General Motors Financial Co. Inc.,"0,0299%","809.403,70 €",800.000,"4,30%",15 feb 2029
JDEPNA,JDE Peet's NV,"0,0299%","809.308,28 €",800.000,"4,50%",23 gen 2034
SOCGEN,Societe Generale SA,"0,0298%","808.959,92 €",800.000,"4,25%",28 set 2026
CABKSM,CaixaBank SA,"0,0298%","808.910,80 €",800.000,"3,75%",07 set 2029
SUEZFP,Suez SACA,"0,0298%","808.820,09 €",900.000,"2,88%",24 mag 2034
HEIBOS,Heimstaden Bostad Treasury BV,"0,0298%","808.657,59 €",1.000.000,"1,00%",13 apr 2028
CRHID,CRH SMW Finance DAC,"0,0298%","808.531,61 €",800.000,"4,00%",11 lug 2031
,DSV Finance BV,"0,0298%","808.486,24 €",1.000.000,"0,50%",03 mar 2031
UNANA,Unilever Finance Netherlands BV,"0,0298%","808.020,52 €",900.000,"2,25%",16 mag 2034
TSCOLN,Tesco Corporate Treasury Services plc,"0,0298%","806.630,74 €",950.000,"0,38%",27 lug 2029
VOD,Vodafone International Financing DAC,"0,0297%","806.426,26 €",830.000,"4,00%",10 feb 2043
UBS,UBS AG/London,"0,0297%","805.948,77 €",1.000.000,"0,50%",31 mar 2031
AIFP,Air Liquide Finance SA,"0,0297%","805.387,64 €",900.000,"1,38%",02 apr 2030
BRITEL,British Telecommunications plc,"0,0297%","804.998,87 €",860.000,"1,50%",23 giu 2027
,Achmea BV,"0,0296%","803.821,67 €",800.000,"5,63%",02 nov 2044
,Banque Stellantis France SACA,"0,0296%","803.690,26 €",800.000,"4,00%",21 gen 2027
TOYOTA,Toyota Motor Credit Corp.,"0,0296%","802.417,84 €",860.000,"0,25%",16 lug 2026
DANBNK,Danske Bank A/S,"0,0296%","802.289,77 €",800.000,"4,00%",12 gen 2027
IBM,International Business Machines Corp.,"0,0296%","801.211,60 €",900.000,"0,30%",11 feb 2028
SIENFI,Siemens Energy Finance BV,"0,0296%","801.188,58 €",800.000,"4,25%",05 apr 2029
,OTP Bank Nyrt,"0,0295%","801.152,66 €",800.000,"5,00%",31 gen 2029
EUROCL,Euroclear Bank SA,"0,0295%","800.662,64 €",800.000,"3,63%",13 ott 2027
RBOSGR,Robert Bosch GmbH,"0,0295%","800.199,29 €",800.000,"3,63%",02 giu 2027
NYKRE,Nykredit Realkredit AS,"0,0295%","800.106,25 €",800.000,"4,00%",17 lug 2028
LLOYDS,Lloyds Banking Group plc,"0,0295%","799.884,53 €",830.000,"3,13%",24 ago 2030
,Orange SA,"0,0295%","799.849,34 €",800.000,"4,50%",15 mar 2073
MDT,Medtronic Global Holdings SCA,"0,0295%","799.809,99 €",1.100.000,"1,50%",02 lug 2039
ABIBB,Anheuser-Busch InBev SA/NV,"0,0295%","799.663,85 €",900.000,"1,65%",28 mar 2031
HOLNSW,Holcim Finance Luxembourg SA,"0,0295%","798.934,89 €",1.000.000,"0,50%",23 apr 2031
ENXFP,Euronext NV,"0,0295%","798.624,67 €",900.000,"1,13%",12 giu 2029
VIEFP,Veolia Environnement SA,"0,0294%","798.444,49 €",900.000,"0,93%",04 gen 2029
ELTLX,Electrolux AB,"0,0294%","798.231,74 €",800.000,"4,13%",05 ott 2026
BAC,Bank of America Corp.,"0,0294%","797.834,31 €",800.000,"3,65%",31 mar 2029
UNIMUS,Universal Music Group NV,"0,0294%","797.377,07 €",800.000,"3,75%",30 giu 2032
